,CODE,STATION NAME,RAILWAY ZONE,STATION ADDRESS
370,ATQ,ARANTANGI,SR,"Arantangi Railway Station, Aranthangi,.."
371,ATR,ATTAR,WR,"State Highway 27, Madhya Pradesh, India"
372,ATRR,ATRAURA H,NER,"Sant Ravidas Nagar, Uttar Pradesh, India"
373,ATRU,ATRU,WCR,"Atru, Rajasthan, India"
374,ATS,ATTABIRA,ECOR,"Bargarh, Orissa, India"
375,ATT,ATARI,NR,"Atari, Punjab, India"
376,ATU,ATTUR,SR,"Attur, Tamil Nadu, India"
377,ATUL,ATUL,WR,"Gujarat, India"
378,ATW,ATWA MUTHIA H,NR,"Hardoi, Uttar Pradesh, India"
379,ATX,ALINAGAR TOLA,ECR,"Garnaha Milik, Bihar 854306, India"
380,AUB,ALUABARI ROAD,NFR,"Vivekananda Para, Narayanpur, Islampur.."
381,AUBR,ANUGRAHA N ROAD,ECR,"Anugrah Narayan Rd, Bihar, India"
382,AUI,AURAHI F,ECR,"Aurahi, Bihar, India"
383,AUL,AGSAULI,NER,"Uttar Pradesh, India"
384,AUN,AURANG NAGAR,NWR,"Haryana 127032, India"
385,AUNG,AUNG,NCR,"Aung Bwei, Burma"
386,AUR,ATRAULI ROAD,NR,"Atrauli-Aligarh Bypass Rd, Aligarh, Ut.."
387,AUS,ANUPSHAHR,NWR,"Hanumangarh, Rajasthan, India"
388,AUWA,AUWA,NWR,"Pali, Rajasthan, India"
389,AV,ASVALI,CR,"Nashik, Maharashtra, India"
390,AVA,AMBEWADI,SWR,"Dandeli, Karnataka, India"
391,AVC,AMARAVATHI COLONY JN,SWR,"Karnataka 577566, India"
392,AVD,AVADI,SR,"Avadi, First Street, Tirumalairajapura.."
393,AVH,AVIDHA,WR,"Gujarat 393017, India"
394,AVK,ARAVANKADU,SR,"Aravankadu, Tamil Nadu, India"
395,AVL,AMRITVEL,WR,"Bhavnagar, Gujarat, India"
396,AVLI,ARAVALLI,SCR,"Aravalli Road, Unikili, Andhra Pradesh.."
397,AVN,ANAVARDIKHANPET,SR,"Anvarthikanpettei Road, Tamil Nadu, In.."
398,AVP,ABHANPUR JN,SECR,"Raipur, Chhattisgarh, India"
399,AVRD,ARAVALI ROAD,KR,"Ratnagiri, Maharashtra, India"
400,AVS,AUVANESWSAREM,SR,"Auvaneeswaram Railway Station, Kunnico.."
401,AVT,AVATIHALLI H,SWR,"B.M.S. Institute of Technology, Yelaha.."
402,AWB,AURANGABAD,SCR,"MIDC, Aurangabad, Maharashtra, India"
403,AWG,AWA GARH,NCR,"Uttar Pradesh 207301, India"
404,AWH,ALEWAHI,SECR,"Chandrapur, Maharashtra, India"
405,AWL,ALAWAL PUR,NR,"Alawalpur, Punjab, India"
406,AWM,ASWAPURAM,SCR,"Mallaram [Patti Mallaram], Telangana, .."
407,AWP,AGHWANPUR,NR,"Moradabad, Uttar Pradesh, India"
408,AWPR,AWAPUR F,ECR,"Sitamarhi, Bihar, India"
409,AWR,ALWAR,NWR,"Alwar, Rajasthan, India"
410,AWS,ASWANI HALT,ECR,"Pashchim Champaran, Bihar, India"
411,AWT,ALWAR TIRUNAGRI,SR,"Kherado, Alwar, Rajasthan, India"
412,AWY,ALUVA,SR,"Alwaye Railway Goods Godown, Aluva, Ke.."
413,AXA,AMARSAR,WR,"Rajkot, Gujarat, India"
414,AXK,ASOKHAR,NCR,"Khokhar, Punjab, India"
415,AXR,ALLURU ROAD,SCR,"Alluru Rd, Alakapuram, Andhra Pradesh,.."
416,AY,AYODHYA DHAM JN,NR,"Ayodhya, Uttar Pradesh, India"
417,AYC,AYODHYA CANT,NR,"Ayodhya, Uttar Pradesh 224001, India"
418,AYD,AYANDUR,SR,"Alandur, Tamil Nadu, India"
419,AYI,AYINGUDI,SR,"Ayangudi, Tamil Nadu, India"
420,AYM,ADIYAKKAMUNGALAM,SR,"Adiyakkamangalam, Tamil Nadu, India"
421,AYN,AIYANAPURAM,SR,"Thanjavur, Tamil Nadu, India"
422,AYR,AYYALUR,SR,"Ayyalur, Tamil Nadu, India"
423,AYRN,AKSHAYWAT R NGR,ECR,"1st A Cross, Bangalore, Karnataka, India"
424,AYU,ABHAYAPURI ASAM,NFR,"Abhayapuri, Assam, India"
425,AYV,ARYANKAVU,SR,"Interstate Bus Terminal, Kollam-Tiruma.."
426,AYVN,NEW ARYANKAVU,SR,"Kollam-Tirumangalam Road, Kerala, India"
427,AZ,AZIMGANJ JN,ER,"Azimganj, West Bengal, India"
428,AZA,AZARA,NFR,"Guwahati, Mikir Para Chakardoi, Assam .."
429,AZK,AZHWARKURICHI,SR,"Virasamudram, Tamil Nadu, India"
430,AZP,AYYAMPET,SR,"Ayyampet, Tamil Nadu, India"
431,AZR,AZAMNAGAR ROAD,NFR,"Bihar, India"
432,BA,BANDRA JN,WR,"J N Library, University of Mumbai, Kal.."
433,BAA,BARALA,ER,"Barala, West Bengal, India"
434,BAAR,BANDAR PH,SER,"Rani Chowk Bus Stop, Haldia, West Beng.."
435,BAB,BABINA,NCR,"Babina, Uttar Pradesh 284401, India"
436,BABH,BAHALBA HALT,NR,"Behlba, PIN - 124111, Dist. - Rohtak S.."
437,BABR,BALANAGAR,SCR,"Bangalore-Hyderabad Highway, Balanagar.."
438,BAC,BARGACHIA,SER,"Bargachia - Jagatballavpur Rd, West Be.."
439,BAD,BAAD,NCR,"Baburi Garbi, Uttar Pradesh, India"
440,BADH,BARHAUNA HALT,ECR,
441,BADK,BARKA H,NR,"Barka Ahra, Jharkhand"
442,BADR,BHADER,WR,"Bhader, Gujarat, India"
443,BAE,BALIAKHERI,NR,"Saharanpur, Uttar Pradesh, India"
444,BAF,BAP,NWR,"Bap, Rajasthan, India"
445,BAGA,BHAGEGA,NWR,"Bhagega, Rajasthan, India"
446,BAGD,BAGWADA H,WR,"Bajwada, Mandvi, Vadodara, Gujarat, In.."
447,BAGJ,BARHARAGANJ,NER,"Hariharganj, Jharkhand, India"
448,BAGL,BARAGOPAL,ECR,"Baragopal, Bihar, India"
449,BAH,BHABHAR,WR,"Bhabhar, Gujarat, India"
450,BAHI,BALLENAHALLI,SWR,"Chitradurga, Karnataka, India"
451,BAHL,BANIHAL,NR,"National Highway 1A, Banihal, Ramban, .."
452,BAHN,BABHABGAON H,NFR,"Babhangaon, Deogaon, Bihar 855113, India"
453,BAHP,BAND HAMIRPUR,NR,"Pachodda Sarai, Uttar Pradesh 209801, .."
454,BAHW,BAHIR KHANDA,ER,"Hooghly, West Bengal, India"
455,BAI,BASSI,NWR,"Jaipur, Rajasthan, India"
456,BAJ,BHALEJ,WR,"Bhuj, Gujarat, India"
457,BAJE,BAJAKARE H,SWR,"Dakshina Kannada, Karnataka, India"
458,BAK,BHAN KARI,NWR,"Rajasthan 303325, India"
459,BAKA,BANKA,ER,"Meharpur, Bihar 813102, India"
460,BAKL,BAKAL,SECR,"Bakal, Madhya Pradesh, India"
461,BAKT,BARHARA KOTHI F,ECR,"Barhara Kothi, Bihar, India"
462,BAL,BUDALUR,SR,"Budalur Railway Station, Budalur, Tami.."
463,BALI,BHAILI,WR,"Bhilai, Chhattisgarh, India"
464,BALR,BAITALPUR,NER,"Baitalpur, Uttar Pradesh, India"
465,BALU,BALUGAN,ECOR,"Balugaon Railway Station, Balugaon, Or.."
466,BAM,BRAHMAPUR,ECOR,"Berhampur Railway Station, Brahmapur, .."
467,BAMA,BIRAMBAD,NCR,"Bharatpur, Rajasthan, India"
468,BAMR,BAMUR,ECOR,"Barmer, Rajasthan, India"
469,BAND,BANASWADI,SWR,"Lingarajapuram, Bangalore, Karnataka, .."
470,BANE,BASNI,NWR,"Saraswati Nagar, Jodhpur, Rajasthan, I.."
471,BANI,BANI,NR,"Rae Bareli, Uttar Pradesh, India"
472,BANO,BANO,SER,"Bano, Jharkhand, India"
473,BAO,BANMOR,NCR,India
474,BAOL,BAWLI H,NR,"Bawli, Burma"
475,BAP,BELAPUR,CR,"Belapur Railway Station, Shrirampur, M.."
476,BAPN,BARAIPURA H,ECR,"Bathaul, Bihar 848204, India"
477,BAPR,BALLUPUR F,NER,"Med Pur, Uttar Pradesh 207244, India"
478,BAQ,GANJ BASODA,WCR,"Ganj Basoda Station, Ganj Basoda, Madh.."
479,BAR,BAR,NWR,"Pali, Rajasthan, India"
480,BARA,BILARA,NWR,"Bilara, Rajasthan, India"
481,BARD,DUVRI KALAN,WCR,"Dubari Khurd, Madhya Pradesh 486666, I.."
482,BARH,BARH,ECR,"Bihar, India"
483,BARI,BARI,NCR,"Bari, Rajasthan, India"
484,BARJ,BHARATGARH,NR,"Bharatgarh, Punjab, India"
485,BARL,BARAL,NR,"Uttar Pradesh, India"
486,BARN,BARANAGAR ROAD,ER,"Baranagar Rd, Belgharia, Kolkata, West.."
487,BARU,BAHARU F,ER,"Baharu, West Bengal, India"
488,BASN,BHAINSWAN,NR,"Bhainswan Khurd, Haryana 131301, India"
489,BASR,BATESHWAR HALT,NCR,"Bah-Bateshwar Rd, Uttar Pradesh 283104.."
490,BAT,BATALA JN,NR,"Shampur, Batala, Punjab, India"
491,BATL,BAIHATOLA,SECR,"Shahdol, Madhya Pradesh, India"
492,BATM,BATALA SUGAR MILLS,NR,"Punjab 143505, India"
493,BAU,BURHANPUR,CR,"East Nimar, Madhya Pradesh, India"
494,BAV,BARUVA,ECOR,"Andhra Pradesh, India"
495,BAW,CHIK BANAVAR,SWR,"3rd Main Road, Geleyara Balaga Layout,.."
496,BAWA,BALWARA,NWR,"Rajasthan, India"
497,BAWD,BHADWAD,WR,"Zamatyawad, Maharashtra 425416, India"
498,BAY,BELLARY JN,SWR,"Bellary, Karnataka, India"
499,BAYD,BAYAD,WR,"Bayad, Gujarat, India"
500,BAZ,BARAN,WCR,"Lanka Colony, Baran, Rajasthan, India"
501,BBA,BABRALA,NR,"Babrala, Uttar Pradesh, India"
502,BBAE,BAIDYABATI,ER,"Baidyabati, West Bengal, India"
503,BBAI,BHADBHUNJA,WR,"Gujarat, India"
504,BBAR,BARA,WCR,"Papodh, Madhya Pradesh 484774, India"
505,BBC,BHACHHBAR,NWR,"Barmer, Rajasthan, India"
506,BBCE,BULBULCHANDI,NFR,"Village-Boaichandi, West Bengal, India"
507,BBD,BABLAD,CR,"Bablad, Karnataka, India"
508,BBDB,BENOY BADAL DINESH BAG,ER,"West Bengal 700001, India"
509,BBDE,BABARPUR,NR,"Babarpur, Punjab, India"
510,BBE,BAGHI BARDIHA,ECR,"Bihar 805130, India"
511,BBGN,BARUA BAMUNGAON,NFR,"Jorhat, Assam, India"
512,BBHT,BARABAR H,ECR,"Barabar Caves, Bihar, India"
513,BBI,BARABANI,ER,"Barabanki, Uttar Pradesh, India"
514,BBJ,BABAGANJ,NER,"Babaganj, Uttar Pradesh, India"
515,BBK,BARABANKI JN,NR,"Gandhi Nagar, Barabanki, Uttar Pradesh.."
516,BBKR,BABA BAKALA RAIYA,NR,"Punjab 143202, India"
517,BBL,BALRAI,NCR,"Balrai, Rajasthan, India"
518,BBLA,BHYABLA,ER,"Bhyabla, Basirhat, West Bengal, India"
519,BBLK,BABA LAKSHMAN DAS H,NCR,"Uttar Pradesh, India"
520,BBM,BARABHUM,SER,"Purulia, West Bengal, India"
521,BBMN,BARI BRAHMAN,NR,
522,BBN,BARABIL,SER,"Barbil, Odisha, India"
523,BBO,BABUGARH,NR,"Ghaziabad, Uttar Pradesh, India"
524,BBPM,BALABHADRAPURAM,SCR,"East Godavari, Andhra Pradesh, India"
525,BBPR,BABUPUR H,NER,"Babupur, Gurgaon, Haryana, India"
526,BBQ,BASIN BRIDGE JN,SR,"Basin Bridge Jn, Pulianthope, Chennai,.."
527,BBR,BAGH BAZAR,ER,"Main Bazar Rd, Bagh"
528,BBS,BHUBANESWAR,ECOR,"Kharavela Nagar, Bhubaneshwar, Orissa,.."
529,BBSN,BHUBANESHWAR NEW,ECOR,"New Railway Station Rd, Raghunathpur, .."
530,BBT,BIRATI,ER,"Birati, Kolkata, West Bengal, India"
531,BBTR,BARBATPUR,CR,"Shahpur, Madhya Pradesh, India"
532,BBU,BHABUA ROAD,ECR,"Mohania, Bihar, India"
533,BBW,BODARWAR,NER,"Kushinagar, Uttar Pradesh, India"
534,BBY,BHADROLI,NCR,"Gwalior, Madhya Pradesh, India"
535,BC,BAREILLY CITY,NER,"Bareilly, Uttar Pradesh, India"
536,BCA,BACHWARA JN,ECR,"Begusarai, Bihar, India"
537,BCB,BHOWRA BH,SER,"SH 8, West Bengal, India"
538,BCD,BANSDIH ROAD,NER,"Sahodih, India"
539,BCF,BANKAPASI F,ER,"Bardhaman, West Bengal, India"
540,BCGM,BAINCHIGRAM,ER,"Bainchigram, West Bengal, India"
541,BCH,BERCHHA,WR,"Madhya Pradesh, India"
542,BCHL,BACHELI,ECOR,"Dantewada, Chhattisgarh, India"
543,BCHN,BOCHASAN JN,WR,"Anand, Gujarat, India"
544,BCHR,BACHAR,WR,"Bachar, Gujarat, India"
545,BCHT,BARH COURT HALT,ECR,"Ibrahimpur, Bihar 803213, India"
546,BCJ,BAGAHA BISHNUPUR,ECR,"Bahuara, Bihar, India"
547,BCK,BALICHAK,SER,"Balichak, West Bengal, India"
548,BCL,MUMBAI CENTRAL LOCAL,WR,"Mumbai Central, Tulsiwadi Path, Tardeo.."
549,BCN,BACHHRAWAN,NR,"Rae Bareli, Uttar Pradesh, India"
550,BCOB,BHACHAU BG,WR,"Bhachau, Gujarat, India"
551,BCP,BICHPURI,NCR,"Bhanpuri, Chhattisgarh, India"
552,BCPR,BACHHARPUR HALT,ECR,"Sitamarhi, Bihar, India"
553,BCQ,BARACHAK,ER,"Barachak Station, West Bengal, India"
554,BCRD,BARCHI ROAD,CR,"Betul, Madhya Pradesh, India"
555,BCU,BHUCHCHU,NR,"Punjab 151101, India"
556,BCW,BHAWI,NWR,"Bhiwani, Haryana, India"
557,BCY,VARANASI CITY,NER,"Raja Bazar Road, Varanasi, Uttar Prade.."
558,BCYN,BUDHDEVCHAK YADAV NAGAR,ECR,"Raipura, Bihar 803202, India"
559,BD,BADNERA JN,CR,"Badnera Railway Station, Nayi Basti, B.."
560,BDAG,BONIDANGA,ER,"6-18 Erith Street, Bundanoon NSW 2578,.."
561,BDB,VRINDAVAN,NCR,"Vrindavan Railway Station, Bhaktivedan.."
562,BDBA,BADABANDHA,ECOR,"State Highway 12, Kujang, Odisha, India"
563,BDBG,BADHAI BALAMGARH H,NR,"Badhai Rd, Sri Muktsar Sahib, Punjab, .."
564,BDBP,BASUDEBPUR H,ER,"Basudebpur, Odisha, India"
565,BDBS,BINDUBASINI,ER,"Bindu Basini Rd, Mominpur, Kolkata, We.."
566,BDC,BANDEL JN,ER,"Bandel Junction Railway Station, Bande.."
567,BDCR,BHADRACHALAM RD,SCR,"Bhadrachalam, Andhra Pradesh, India"
568,BDDR,BADODAR,WR,"Gujarat, India"
569,BDE,BODELI,WR,"State Highway 5, Bodeli, Gujarat, India"
570,BDGM,BADGAM,NR,"Degree College Budgam, Srinagar 191111"
571,BDGP,BADANAGUPPE H,SWR,"Nanjungudu-Chamarajanagara Rd, Karnata.."
572,BDGU,BUDHAGUMPA,SWR,"Dhangaldoddi, Karnataka 583228, India"
573,BDH,BHEDIA,ER,"Bhedia, West Bengal, India"
574,BDHA,BADHADA,WR,"Badhada, Gujarat, India"
575,BDHL,BADHAL,NWR,"Rajasthan, India"
576,BDHN,BODHAN,SCR,"Gunj Road, Bodhan, Maharashtra 503185,.."
577,BDHP,BHUDPUR,NR,"Bhogpur, Punjab, India"
578,BDHT,BARDI HALT,SECR,"Bardi Halt Railway Station, Madhya Pra.."
579,BDHY,BUDHI,NR,Budhi
580,BDI,BHADLI,CR,"Jalgaon, Maharashtra, India"
581,BDIN,BHADAIYAN,NR,"Bhadwan, Maharashtra, India"
582,BDJ,VADAKARA,SR,"Vadakara, Kerala, India"
583,BDKD,BHANDARKUND,SECR,
584,BDKN,BANDHUA KALAN,NR,"Bandhua Kalan, Railway, National Highw.."
585,BDKT,BADAKHANDIAITA,ECOR,"Jagatsinghpur, Odisha, India"
586,BDL,VINDHYACHAL,NCR,"Vindhyachal main Road, Uttar Pradesh, .."
587,BDLN,BORDOLONI,NFR,"Kaibartta Gaon, Assam 787026, India"
588,BDM,BADAMI,SWR,"Bagalkot, Karnataka, India"
589,BDMA,BUDHMA,ECR,"Murho, Bihar, India"
590,BDME,BAIDYANATHDHAM,ER,"Deoghar, Jharkhand 814112, India"
591,BDMJ,BHODWAL MAJRI,NR,"Bhodwal Majri, Railway Road, Haryana 1.."
592,BDN,BHADAN,NCR,Ballipur Village - Bhadan Railway Stat..
593,BDNH,BHUDEVI NAGAR,SCR,"Bhoodevinagar, Alwal, PIN - 500015, Se.."
594,BDNK,BODINAYAKKANUR,SR,"Bodinayakanur, Tamil Nadu, India"
595,BDNP,BIDANPUR,NCR,"Danpur, Uttar Pradesh, India"
596,BDO,BAHALDA ROAD,SER,"Bahalda Rd, Odisha, India"
597,BDPA,BADALPUR P H,SER,"Badlapur, Maharashtra, India"
598,BDPG,BADAPADAGAON PH,ECOR,"Cuttack, Odisha, India"
599,BDPK,BUDHAPANK,ECOR,"Budhapara, Raipur, Chhattisgarh, India"
600,BDPL,BANDARUPALLE,SCR,"Visadala Road, Visadala, Andhra Prades.."
601,BDPR,BRINDABANPUR PH,SER,"West Bengal 722207, India"
602,BDQ,BUDORA,ECR,"Budora Rd, Kharkharee, Jharkhand 82812.."
603,BDRI,BHADRAULI HALT,NCR,"Bhadrauli Station Rd, Uttar Pradesh 28.."
604,BDRL,BYADARAHALLI,SWR,"Byadarahalli, Karnataka, India"
605,BDS,BARADIGHI,NFR,"Haihaipathar, West Bengal, India"
606,BDSW,BUDHSINGHWALA,NWR,"28 Amp, Rajasthan, India"
607,BDT,BORDUBI ROAD,NFR,"Tinsukia-Duliajan Rd, Bordubi, Assam 7.."
608,BDTS,BANDRA TERMINUS,WR,"Bandra Terminus, Mumbai, Maharashtra, .."
609,BDU,BADNAPUR,SCR,"Jalna, Maharashtra, India"
610,BDUA,BASUDEOPUR CHANDAIL H,ECR,"Samastipur, Bihar, India"
611,BDVL,BUDVEL,SCR,"National Highway 7, Netaji Nagar, Kate.."
612,BDVR,BODDAVARA,ECOR,"Unnamed Road, Andhra Pradesh 535145, I.."
613,BDVT,BHADRAVATI,SWR,"Bhadravati Railway Station, Bhadravath.."
614,BDW,BANDANWARA,NWR,"Ajmer, Rajasthan, India"
615,BDWA,BADHWA BARA,SECR,"Madhya Pradesh, India"
616,BDWD,BODWAD,CR,"Bodwad Railway Station, SH190, Bodwad,.."
617,BDWL,BIRADHWAL,NWR,"Bikaner, Rajasthan, India"
618,BDWS,BADARWAS,WCR,"Badarwas, Madhya Pradesh, India"
619,BDXT,BASAI DHANKOT,NR,"Basai Rd, Dhankot, Gurgaon, Haryana, I.."
620,BDXX,BADE ARAPUR,ECOR,"Bastar, Chhattisgarh, India"
621,BDY,BUDDIREDDIPPATI,SR,"Buddireddippati, Tamil Nadu, India"
622,BDYK,BINDAYAKA,NWR,"Vinayaka Hospital and Nursing Home, No.."
623,BDYP,BIDYADHARPUR F,ER,"Bidyadharpur, Odisha, India"
624,BDYR,BIDYADABRI,NFR,"783335, India"
625,BDZ,BADKULLA,ER,"Badkulla, West Bengal, India"
626,BE,BAREILLY,NR,"Civil Lines, Bareilly, Uttar Pradesh, .."
627,BEA,BIHIYA,ECR,"Bihiya, Bihar, India"
628,BEAS,BEAS,NR,"Beas, Punjab, India"
629,BEB,BELDANGA,ER,"Beldanga, West Bengal, India"
630,BED,BASERI,NCR,"Baseri, Uttarakhand, India"
631,BEDM,BEDHAM,NCR,"Bedham, Rajasthan, India"
632,BEE,BEBEJIA,NFR,"Kekuri Bebejia, Assam, India"
633,BEF,BHUPDEOPUR,SECR,"Bhupdeopur, Chhattisgarh, India"
634,BEG,BEHTAGOKUL,NR,"Behtagokul Railway Station, Uttar Prad.."
635,BEH,BAGDIHI,SER,"Odisha, India"
636,BEHI,BENNEHALLI,SWR,"Matihalli Rd, Karnataka 583127, India"
637,BEHJ,BEHAJ,NCR,"Bahaj, Rajasthan, India"
638,BEHR,BEOHARI,WCR,"Beohari Railway Station, Beohari, Madh.."
639,BEHS,BIHAR SHARIF,ECR,"Bihar Sharif Railway Station, Bihar Sh.."
640,BEHT,BIHAT H,ECR,"Bihat, Bihar, India"
641,BEJ,BENIGANJ,NR,"Beniganj, Uttar Pradesh, India"
642,BEK,BUNDKI,NR,"Bijnor, Uttar Pradesh, India"
643,BELA,BELA,ECR,"Gaya, Bihar, India"
644,BELD,BELKHERA,WCR,"Kelakhera, Uttarakhand, India"
645,BELT,BELA,ER,"Bela Halt, Shemraudha, Bihar 813107, I.."
646,BEM,BUDAUN,NER,"Badaun, Uttar Pradesh, India"
647,BEML,B E M L NAGAR H,SWR,"Nagar, Rajasthan, India"
648,BEN,BENAPOL,BR,"Benapole, Bangladesh"
649,BENA,BELONIA,NFR,"Sarasima part, Tripura 799155, India"
650,BENL,BENAL H,SWR,"Benl Station, Benal R.C, Karnataka 586.."
651,BEO,BIROHE,NCR,"Akorhi, Uttar Pradesh, India"
652,BEP,BHEERPUR,NCR,"Bhairapur, Karnataka, India"
653,BEPR,BELAPUR C B D,CR,"Belapur, Maharashtra, India"
654,BEQ,BELUR,ER,"Belur Math, Bally, Howrah, West Bengal.."
655,BER,BEAWAR,NWR,"Beawar, Rajasthan, India"
656,BERO,BERO,SER,"Bero, Jharkhand, India"
657,BES,BES,ECR,"Bes Station Rd, Bes, Jharkhand 825302,.."
658,BET,BARETH,WCR,"Bareth Station, Madhya Pradesh, India"
659,BETI,BHETASI,WR,"Bhetakadi, Gujarat, India"
660,BEU,BISHESHWARGANJ,NER,"Bisheshwanath Rd, Lucknow, Uttar Prade.."
661,BEW,BETAVAD,WR,"Dhule, Maharashtra, India"
662,BEX,BELBONI PH,SER,"West Bengal 722203, India"
663,BEY,B CEMENT NAGAR,SCR,"Cement Nagar, Chandrapur, Maharashtra,.."
664,BFD,BORHAT,NFR,"Namrup, Assam, India"
665,BFE,BAHAWAL BASI,NR,"152116, India"
666,BFF,BARABHATI,SECR,"Barabanki, Uttar Pradesh, India"
667,BFG,BAGTHAR,NCR,"Bharatpur, Rajasthan, India"
668,BFJ,BHORAS BUDRUKH,CR,"Jalgaon, Maharashtra, India"
669,BFM,BHALUI,ECR,"Bhalui, Raota, Bihar 811310, India"
670,BFP,BILOCHPURA AGRA,NCR,Billochpura (Baluchpura) Railway Stati..
671,BFPA,BHOPATPUR,NER,"Bharatpur, Rajasthan, India"
672,BFQ,BENDI,ECR,"Bendi, Andhra Pradesh"
673,BFR,BEKAL FORT,SR,"Bekal Fort, Kerala, India"
674,BFT,BHABTA,ER,"National Highway 34, Bhabta, West Beng.."
675,BFV,BAHELIA BUZURG H,NER,"Uttar Pradesh, India"
676,BFW,BYATRAYANAHALLI,SWR,"Byatrayanhalli, Karnataka 563137"
677,BFX,BAGHI GHAUSPUR,ECR,"Bihar 805124, India"
678,BFY,BHESANA,NWR,"Pali, Rajasthan, India"
679,BFZ,BHANDARTIKURI,ER,"Bhandartikuri, West Bengal, India"
680,BG,BHONGIR,SCR,"Sanjeev Nagar, Bhongir, Andhra Pradesh.."
681,BGA,BAGALIA,SER,"West Bengal, India"
682,BGAE,BALAGARH,ER,"Balagarh Station Road, Balagarh, West .."
683,BGAN,BANGAIN,NER,"Bangaon, West Bengal, India"
684,BGAR,BANGARI,ECR,"Jiwdhara, Bihar, India"
685,BGB,BUDGE BUDGE,ER,"Budge Budge, Kolkata, West Bengal, India"
686,BGBR,BAGBAHRA,ECOR,"Mahasamund, Chhattisgarh, India"
687,BGD,BARA GUDHA,NWR,"Bara Gudha, Haryana, India"
688,BGDI,BAGADIA PH,ECOR,"Jagatsinghpur, Odisha, India"
689,BGDS,BHAGWANPUR DESUA,ECR,"Bhagwan Pur Desua High School, Desua, .."
690,BGF,BAGILA,ER,"Bagila, West Bengal, India"
691,BGG,BANTA RNATHGARH,NWR,"Pali, Rajasthan, India"
692,BGH,BAGHAULI,NR,"Hardoi, Uttar Pradesh, India"
693,BGHI,BAGAHAI ROAD,WCR,"Madhya Pradesh, India"
694,BGHT,BARKAGAON HALT,NER,"Station Rd, Kherwa, Bihar 841507, India"
695,BGHU,BORRAGUHALLU,ECOR,"Vishakhapatnam, Andhra Pradesh, India"
696,BGJT,BAGHA JATIN F,ER,"Bagha Jatin, Bow Bazaar, Kolkata, West.."
697,BGK,BAGALKOT,SWR,"Bagalkot, Karnataka, India"
698,BGKA,BANGURKELA,SER,"Rourkela, Odisha, India"
699,BGKT,BHAGAT KI KOTHI,NWR,"Jodhpur, Rajasthan, India"
700,BGL,BAGULA,ER,"Bagula, West Bengal, India"
701,BGLI,BARGALIA,NFR,"Chiboo Gaon, Assam, India"
702,BGM,BELAGAVI,SWR,"Belgaum Railway Station, Belgaum, Karn.."
703,BGMR,BAGUMRA,WR,"Surat, Gujarat, India"
704,BGMU,BANGARMAU,NR,"Bangarmau, Uttar Pradesh, India"
705,BGN,BORGAON,CR,"Maharashtra, India"
706,BGNA,BALGONA,ER,"Balgona Rly Stn, West Bengal, India"
707,BGND,BAGINADI,NFR,"Tariani Borbil, Assam 787032, India"
708,BGNP,BANAGANAPALLE,SCR,"Kyapa, Andhra Pradesh 518124, India"
709,BGNR,B.G. NAGAR,SWR,"Agachalli Rd, Javaranahalli, Karnataka.."
710,BGO,BOGRI ROAD,SER,"Bogri Rd, West Bengal, India"
711,BGP,BHAGALPUR,ER,"Bhagalpur, Bihar, India"
712,BGPA,BAGESHAPURA,SWR,"Nagapura, Bangalore, Karnataka, India"
713,BGPL,BAGHUAPAL,ECOR,"Jajpur, Odisha, India"
714,BGPR,BHAGWANPURA,NWR,"Pali, Rajasthan, India"
715,BGQ,BHONGAON,NCR,"Mainpuri Railway Station, Mainpuri, Ut.."
716,BGRA,BAGHNAPARA,ER,"Baghnapara, Kalna-Memari Road, West Be.."
717,BGRD,BELIAGHATA ROAD,ER,"Beliaghata Rd, West Bengal, India"
718,BGRM,BIGGABAS RAMSARA,NWR,"Biggabas Ramsara, Rajasthan, India"
719,BGRR,BAGARPUR H,NR,"Bakharpur, Sujapur, West Bengal, India"
720,BGS,BEGU SARAI,ECR,"Station Rd, Begusarai, Bihar, India"
721,BGSF,BISUGIRSHARIF,SCR,"Bisugirsharif Station, Andhra Pradesh,.."
722,BGTA,BAGRA TAWA,WCR,"Bagra Tawa Railway Station, Madhya Pra.."
723,BGTN,BHAGTANWALA,NR,"Amritsar, Punjab, India"
724,BGU,BAIRAGNIA,ECR,"Bairgania, Bihar, India"
725,BGUA,BAIGUDA,ECOR,"Koraput, Orissa, India"
726,BGVN,BHIGWAN,CR,"Bhigwan, Maharashtra, India"
727,BGWD,BAGEWADI,SWR,"Gokak Taluka, Karnataka, India"
728,BGWI,BEGDAEWAI,CR,"Dehuroad Cantoment, Pimpri Chinchwad, .."
729,BGX,BAGRI SAJJANPUR,NWR,"Pali, Rajasthan, India"
730,BGY,BANGRIPOSI,SER,"Bangriposi, Odisha, India"
731,BGZ,BAHADURGARH,NR,"124505, India"
732,BH,BHARUCH JN,WR,"Bharuch Railway Station, Station Road,.."
733,BHA,BHANDAI,NCR,"Bhandara, Maharashtra, India"
734,BHAD,BARHAPUR H,ECR,"Barahpur, Bihar 803302, India"
735,BHAL,BHATIEL,WR,"Bhatia, Gujarat, India"
736,BHAS,BHOJRAS,NWR,"Bhilwara, Rajasthan, India"
737,BHAT,BHATPURA,NCR,"Bharatpur, Rajasthan, India"
738,BHAU,BHALUA,ER,"Deoghar Rd, Bhalua, Bihar 814131, India"
739,BHB,BADLA GHAT,ECR,"Sabzi Market, Bihar, India"
